chaine,nom film,date de diffusion,2023,nationalité2,rang de diffusion,téléspectateurs (millions),part d'audience (%)
W9,AGE DE GLACE 3 (L'),2019-02-25 00:00:00,2019,Etats-Unis,5,1167280,"4,8"
W9,ASTERIX CHEZ LES BRETONS,2019-07-09 00:00:00,2019,France,24,1160600,"5,7"
W9,PREMONITIONS,2019-06-03 00:00:00,2019,Etats-Unis,2,1160600,"5,2"
W9,DEEPWATER,2019-09-16 00:00:00,2019,Etats-Unis,1,1160600,"5,1"
W9,BLOOD FATHER,2019-05-20 00:00:00,2019,France,1,1160600,"4,8"
6ter,BELLE ET LE CLOCHARD (LA),2019-04-16 00:00:00,2019,Etats-Unis,1,1167280,"4,6"
6ter,BAMBI,2019-04-23 00:00:00,2019,Etats-Unis,1,875460,"3,5"
6ter,BENJAMIN GATES ET LE TRESOR DES TEMPLIERS,2019-09-01 00:00:00,2019,Etats-Unis,10,870450,"4,5"
6ter,ARMAGEDDON,2019-04-07 00:00:00,2019,Etats-Unis,16,817096,"3,8"
6ter,BRAQUAGE A L'ITALIENNE,2019-11-17 00:00:00,2019,Etats-Unis,14,812420,"3,5"
6ter,"TWILIGHT CHAPITRE 4 : REVELATION, 1ERE PARTIE",2019-01-27 00:00:00,2019,Etats-Unis,4,758732,"3,2"
6ter,REBELLE,2019-02-10 00:00:00,2019,Etats-Unis,4,758732,3
6ter,LIVRE DE LA JUNGLE (LE),2019-04-28 00:00:00,2019,Etats-Unis,1,700368,3
6ter,"TWILIGHT CHAPITRE 5 : REVELATION, 2EME PARTIE",2019-02-03 00:00:00,2019,Etats-Unis,4,700368,"2,8"
6ter,TOY STORY 3,2019-06-25 00:00:00,2019,Etats-Unis,5,696360,"3,3"
Gulli,GREMLINS,2019-02-05 00:00:00,2019,Etats-Unis,15,583640,"2,5"
Gulli,GOONIES (LES),2019-03-12 00:00:00,2019,Etats-Unis,14,583640,"2,5"
Gulli,GREMLINS 2,2019-02-12 00:00:00,2019,Etats-Unis,12,583640,"2,4"
Gulli,COUP DU PARAPLUIE (LE),2019-10-20 00:00:00,2019,France,21,580300,"2,7"
Gulli,AVENTURES D'ARSENE LUPIN (LES),2019-05-06 00:00:00,2019,France,8,580300,"2,6"
Gulli,TURBO,2019-05-07 00:00:00,2019,Etats-Unis,2,580300,"2,5"
Gulli,LORAX (LE),2019-04-09 00:00:00,2019,Etats-Unis,5,525276,"1,9"
Gulli,BELLE ET SEBASTIEN,2019-11-07 00:00:00,2019,France,4,522270,"2,4"
Gulli,BEETHOVEN 2,2019-09-17 00:00:00,2019,Etats-Unis,14,522270,"2,3"
Gulli,CHICKEN RUN,2019-01-03 00:00:00,2019,Europe,11,466912,"1,9"
Canal+,AVENGERS : ENDGAME,2019-12-25 00:00:00,2019,Etats-Unis,1,928480,"5,1"
Canal+,ALL INCLUSIVE,2019-12-20 00:00:00,2019,France,1,870450,"3,8"
Canal+,RETOUR DU HEROS (LE),2019-01-04 00:00:00,2019,France,1,817096,"3,3"
Canal+,ASTERIX : LE SECRET DE LA POTION MAGIQUE,2019-10-18 00:00:00,2019,France,1,812420,"3,4"
Canal+,AVENGERS : INFINITY WAR,2019-04-26 00:00:00,2019,Etats-Unis,1,758732,"3,5"
Canal+,RAMPAGE : HORS DE CONTROLE,2019-02-08 00:00:00,2019,Etats-Unis,1,758732,"3,3"
Canal+,MULE (LA),2019-10-29 00:00:00,2019,Etats-Unis,1,754390,"3,1"
Canal+,DEADPOOL 2,2019-02-15 00:00:00,2019,Etats-Unis,1,700368,"3,1"
Canal+,TAXI 5,2019-01-25 00:00:00,2019,France,1,700368,"2,9"
Canal+,BLACK PANTHER,2019-01-11 00:00:00,2019,Etats-Unis,1,700368,"2,8"
C8,HOMEFRONT,2019-04-22 00:00:00,2019,Etats-Unis,4,1575828,"7,7"
C8,BALADE ENTRE LES TOMBES,2019-06-10 00:00:00,2019,Etats-Unis,3,1392720,"6,5"
C8,AGENCE TOUS RISQUES (L'),2019-04-01 00:00:00,2019,Etats-Unis,5,1284008,"5,7"
C8,JOHN WICK,2019-02-04 00:00:00,2019,Etats-Unis,3,1225644,"5,6"
C8,TERMINATOR : GENISYS,2019-03-11 00:00:00,2019,Etats-Unis,2,1167280,"5,3"
C8,RAMBO III,2019-10-14 00:00:00,2019,Etats-Unis,15,1160600,"5,2"
C8,"SHOOTER, TIREUR D'ELITE",2019-04-08 00:00:00,2019,Etats-Unis,11,1108916,"5,4"
C8,STAR TREK : SANS LIMITES,2019-04-29 00:00:00,2019,Etats-Unis,1,1102570,"5,5"
C8,BALADE ENTRE LES TOMBES,2019-01-07 00:00:00,2019,Etats-Unis,2,1050552,"4,8"
C8,NON-STOP,2019-04-15 00:00:00,2019,Europe,3,1050552,"4,7"
CStar,MARIAGE CHEZ LES BODIN'S,2019-04-22 00:00:00,2019,France,5,875460,"3,9"
CStar,AMELIE AU PAYS DES BODIN'S,2019-04-29 00:00:00,2019,France,5,754390,"3,3"
CStar,G.I. JOE : CONSPIRATION,2019-04-11 00:00:00,2019,Etats-Unis,4,700368,"3,1"
CStar,"X-MEN, L'AFFRONTEMENT FINAL",2019-05-16 00:00:00,2019,Etats-Unis,15,638330,"2,7"
CStar,JOUR OU LA TERRE S'ARRETA (LE),2019-04-25 00:00:00,2019,Etats-Unis,10,583640,"2,6"
CStar,TRANSFORMERS : L'AGE DE L'EXTINCTION,2019-05-23 00:00:00,2019,Etats-Unis,4,580300,3
CStar,4 FANTASTIQUES (LES),2019-10-10 00:00:00,2019,Etats-Unis,13,580300,"2,6"
CStar,4 FANTASTIQUES ET LE SURFER D'ARGENT (LES),2019-10-17 00:00:00,2019,Etats-Unis,16,580300,"2,5"
CStar,FLIGHT,2019-03-28 00:00:00,2019,Etats-Unis,5,525276,"2,7"
CStar,"I, ROBOT",2019-09-19 00:00:00,2019,Etats-Unis,16,522270,"2,5"
NRJ12,NOUVEAU PROTOCOLE (LE),2019-08-20 00:00:00,2019,France,7,870450,"4,5"
NRJ13,OTAGE,2019-01-31 00:00:00,2019,Etats-Unis,4,817096,"3,5"
NRJ14,COLLECTIONNEUR (LE),2019-01-10 00:00:00,2019,Etats-Unis,12,758732,"3,3"
NRJ15,ON L'APPELLE TRINITA,2019-07-30 00:00:00,2019,France,23,754390,"4,1"
NRJ16,LEGENDE DE ZORRO (LA),2019-12-10 00:00:00,2019,Etats-Unis,7,696360,"3,2"
NRJ17,CHUTE DE LA MAISON BLANCHE (LA),2019-12-15 00:00:00,2019,Etats-Unis,5,696360,"2,9"
NRJ18,DERNIER DES TEMPLIERS (LE),2019-01-17 00:00:00,2019,Etats-Unis,6,642004,"2,9"
NRJ19,ON CONTINUE A L'APPELER TRINITA,2019-08-06 00:00:00,2019,France,22,638330,"3,9"
NRJ20,MONSIEUR PAPA,2019-07-11 00:00:00,2019,France,9,638330,"3,4"
NRJ21,TROIS MOUSQUETAIRES (LES),2019-07-09 00:00:00,2019,France,6,638330,"3,3"
Chérie 25,GRAND ALIBI (LE),2019-12-26 00:00:00,2019,France,6,754390,"3,5"
Chérie 25,MOME (LA),2019-05-27 00:00:00,2019,France,5,754390,"3,5"
Chérie 25,DOUBLE JEU,2019-05-02 00:00:00,2019,Etats-Unis,14,754390,"3,1"
Chérie 25,IMOGENE MCCARTHERY,2019-01-21 00:00:00,2019,France,7,700368,"2,7"
Chérie 25,ECHANGE (L'),2019-12-12 00:00:00,2019,Etats-Unis,5,696360,"3,4"
Chérie 25,SIXIEME SENS,2019-01-17 00:00:00,2019,Etats-Unis,10,642004,"2,9"
Chérie 25,3 COEURS,2019-04-08 00:00:00,2019,France,2,583640,"2,3"
Chérie 25,EMBRASSEZ QUI VOUS VOUDREZ,2019-04-01 00:00:00,2019,France,11,583640,"2,3"
Chérie 25,DE ROUILLE ET D'OS,2019-06-03 00:00:00,2019,France,3,580300,"2,7"
Chérie 25,SWITCH,2019-05-09 00:00:00,2019,France,4,580300,"2,5"
RMC Story,MAN ON FIRE,2019-12-19 00:00:00,2019,Etats-Unis,5,696360,"3,4"
RMC Story,RAIN MAN,2019-02-17 00:00:00,2019,Etats-Unis,12,408548,"1,9"
RMC Story,DES HOMMES ET DES DIEUX,2019-01-06 00:00:00,2019,France,3,408548,"1,7"
RMC Story,NEGOCIATEUR,2019-08-18 00:00:00,2019,Etats-Unis,12,406210,"2,1"
RMC Story,DETECTIVE DEE 2 : LA LEGENDE DU DRAGON DES MERS,2019-05-05 00:00:00,2019,autres nationalités,3,406210,"1,9"
RMC Story,MA PART DU GATEAU,2019-12-26 00:00:00,2019,France,5,406210,"1,8"
RMC Story,PRESUME COUPABLE,2019-12-15 00:00:00,2019,France,2,406210,"1,6"
RMC Story,BAISER MORTEL DU DRAGON (LE),2019-04-21 00:00:00,2019,France,15,350184,"1,6"
RMC Story,TAUPE (LA),2019-01-27 00:00:00,2019,France,2,350184,"1,5"
RMC Story,MIAMI VICE,2019-03-03 00:00:00,2019,Etats-Unis,10,350184,"1,4"
Arte,IMPITOYABLE,2019-02-24 00:00:00,2019,Etats-Unis,11,2334560,"9,9"
Arte,DANS LA BRUME ELECTRIQUE,2019-10-13 00:00:00,2019,France,4,1973020,"8,5"
Arte,BOUCHER (LE),2019-02-18 00:00:00,2019,France,8,1809284,"7,2"
Arte,NEVADA SMITH,2019-06-16 00:00:00,2019,Etats-Unis,16,1798930,"8,5"
Arte,CRIME ETAIT PRESQUE PARFAIT (LE),2019-01-03 00:00:00,2019,Etats-Unis,16,1634192,"6,7"
Arte,IRREPROCHABLE,2019-01-16 00:00:00,2019,France,1,1575828,"6,6"
Arte,QUAI D'ORSAY,2019-10-09 00:00:00,2019,France,2,1566810,"6,8"
Arte,HOMME DE LA PLAINE (L'),2019-10-21 00:00:00,2019,Etats-Unis,9,1566810,6
Arte,CEREMONIE (LA),2019-02-17 00:00:00,2019,France,10,1517464,"6,3"
Arte,LADY CHATTERLEY,2019-10-16 00:00:00,2019,France,4,1508780,"7,4"
France 2,ETUDIANTE ET MONSIEUR HENRI (L'),2018-02-25 00:00:00,2018,France,1,4416512,"17,2"
France 2,SKYFALL,2018-10-21 00:00:00,2018,Europe,2,4143844,"18,4"
France 2,CONTAGION,2018-01-21 00:00:00,2018,Etats-Unis,3,4067840,"16,1"
France 2,007 SPECTRE,2018-10-14 00:00:00,2018,Europe,1,4027116,"18,3"
France 2,TONTONS FLINGUEURS (LES),2018-01-07 00:00:00,2018,France,19,3951616,"15,7"
France 2,MEDECIN DE CAMPAGNE,2018-09-16 00:00:00,2018,France,1,3852024,"16,5"
France 2,BOOMERANG,2018-02-04 00:00:00,2018,France,1,3719168,"13,6"
France 2,PERE NOEL EST UNE ORDURE (LE),2018-12-16 00:00:00,2018,France,15,3676932,"13,9"
France 2,LOLO,2018-04-15 00:00:00,2018,France,1,3602944,"13,7"
France 2,"MISSION : IMPOSSIBLE, ROGUE NATION",2018-03-18 00:00:00,2018,Etats-Unis,1,3544832,"14,9"
France 3,BON RETABLISSEMENT,2018-07-09 00:00:00,2018,France,1,3151656,"15,2"
France 3,JACK REACHER,2018-02-01 00:00:00,2018,Etats-Unis,2,3138048,14
France 3,NEIGES DU KILIMANDJARO (LES),2018-05-10 00:00:00,2018,France,2,3093292,"13,6"
France 3,MUR DE L'ATLANTIQUE (LE),2018-06-11 00:00:00,2018,France,21,3034928,"13,2"
France 3,RITOURNELLE (LA),2018-03-01 00:00:00,2018,France,1,2789376,"11,2"
France 3,PROCHAINE FOIS JE VISERAI LE COEUR (LA),2018-01-11 00:00:00,2018,France,1,2731264,"11,1"
France 3,ARMEE DES OMBRES (L'),2018-06-04 00:00:00,2018,France,19,2626380,"12,3"
France 3,"36, QUAI DES ORFEVRES",2018-01-18 00:00:00,2018,France,9,2498816,"10,3"
France 3,VERY BAD TRIP,2018-07-16 00:00:00,2018,Etats-Unis,4,2217832,"10,6"
France 3,DANSE AVEC LES LOUPS,2018-12-27 00:00:00,2018,Etats-Unis,11,2217832,"11,5"
France 4,"MISSION : IMPOSSIBLE, PROTOCOLE FANTOME",2018-03-21 00:00:00,2018,Etats-Unis,3,1510912,"6,3"
France 4,CHEVRE (LA),2018-02-21 00:00:00,2018,France,19,1336576,"5,1"
France 4,NUIT AU MUSEE (LA),2018-01-03 00:00:00,2018,Etats-Unis,6,1104128,"4,3"
France 4,HOBBIT : UN VOYAGE INATTENDU (LE),2018-09-27 00:00:00,2018,autres,3,1050552,"5,8"
France 4,THOR,2018-11-29 00:00:00,2018,Etats-Unis,6,1050552,"4,4"
France 4,"E.T., L'EXTRATERRESTRE",2018-04-25 00:00:00,2018,Etats-Unis,15,987904,"3,7"
France 4,EVADES (LES),2018-01-28 00:00:00,2018,Etats-Unis,14,987904,"4,2"
France 4,CAPTAIN AMERICA : FIRST AVENGER,2018-04-01 00:00:00,2018,Etats-Unis,5,987904,4
France 4,SEIGNEUR DES ANNEAUX : LES DEUX TOURS (LE),2018-10-03 00:00:00,2018,autres,8,933824,"4,9"
France 4,SEIGNEUR DES ANNEAUX : LE RETOUR DU ROI (LE),2018-10-04 00:00:00,2018,autres,8,933824,"5,5"
France 5,UN TAXI POUR TOBROUK,2018-10-08 00:00:00,2018,France,19,1400736,"5,7"
France 5,TRAIN SIFFLERA TROIS FOIS (LE),2018-11-26 00:00:00,2018,Etats-Unis,6,1284008,"4,7"
France 5,HORLOGER DE SAINT-PAUL (L'),2018-09-17 00:00:00,2018,France,13,1050552,"4,4"
France 5,DOUZE HOMMES EN COLERE,2018-10-15 00:00:00,2018,Etats-Unis,7,1050552,"4,3"
France 5,UNE AFFAIRE DE FEMMES,2018-05-07 00:00:00,2018,France,10,992188,"4,5"
France 5,POLICE PYTHON 357,2018-11-12 00:00:00,2018,France,21,992188,"4,3"
France 5,MILLE MILLIARDS DE DOLLARS,2018-10-29 00:00:00,2018,France,7,992188,"4,1"
France 5,IL ETAIT UNE FOIS EN AMERIQUE,2018-12-17 00:00:00,2018,Etats-Unis,9,992188,"5,5"
France 5,CHOSES DE LA VIE (LES),2018-03-26 00:00:00,2018,France,11,929792,"3,3"
France 5,FELINS (LES),2018-09-10 00:00:00,2018,France,13,875460,"3,6"
Arte,MORT AUX TROUSSES (LA),2018-12-27 00:00:00,2018,Etats-Unis,18,1692556,"7,6"
Arte,PRESUME INNOCENT,2018-04-09 00:00:00,2018,Etats-Unis,9,1685248,"6,4"
Arte,21 NUITS AVEC PATTIE,2018-04-18 00:00:00,2018,France,1,1510912,"6,2"
Arte,EVADE D'ALCATRAZ (L'),2018-12-16 00:00:00,2018,Etats-Unis,18,1459100,"5,7"
Arte,VOLEURS (LES),2018-10-22 00:00:00,2018,France,4,1459100,"5,6"
Arte,HEURE D'ETE (L'),2018-01-17 00:00:00,2018,France,2,1452800,"5,6"
Arte,COUP DE TORCHON,2018-02-12 00:00:00,2018,France,15,1452800,"5,4"
Arte,TROIS JOURS DU CONDOR (LES),2018-03-04 00:00:00,2018,Etats-Unis,12,1452800,"5,8"
Arte,RIENS DU TOUT,2018-01-24 00:00:00,2018,France,6,1452800,"5,5"
Arte,ADIEU POULET,2018-06-10 00:00:00,2018,France,20,1400736,"5,8"
6ter,SISTER ACT,2018-03-04 00:00:00,2018,Etats-Unis,16,987904,"4,1"
6ter,PIRATES DES CARAIBES : LA FONTAINE DE JOUVENCE,2018-12-09 00:00:00,2018,Etats-Unis,5,817096,"3,4"
6ter,GENDARME EN BALADE (LE),2018-08-23 00:00:00,2018,France,19,817096,"4,3"
6ter,INDESTRUCTIBLES (LES),2018-04-08 00:00:00,2018,Etats-Unis,5,813568,"3,3"
6ter,"SISTER ACT, ACTE 2",2018-03-11 00:00:00,2018,Etats-Unis,15,813568,"3,2"
6ter,PIRATES DES CARAIBES : LA MALEDICTION DU BLACK PEARL,2018-12-02 00:00:00,2018,Etats-Unis,13,758732,"3,4"
6ter,GENDARME SE MARIE (LE),2018-08-16 00:00:00,2018,France,20,758732,4
6ter,JUST MARRIED (OU PRESQUE),2018-10-04 00:00:00,2018,Etats-Unis,14,700368,"3,3"
6ter,"ROBIN DES BOIS, PRINCE DES VOLEURS",2018-11-25 00:00:00,2018,Europe,17,700368,"3,2"
6ter,GENDARME A NEW YORK (LE),2018-08-09 00:00:00,2018,France,20,700368,"3,8"
C8,SEVEN,2018-01-08 00:00:00,2018,Etats-Unis,10,1452800,"6,5"
C8,SAN ANDREAS,2018-04-02 00:00:00,2018,Etats-Unis,2,1394688,"5,9"
C8,TERMINATOR : GENISYS,2018-04-09 00:00:00,2018,Etats-Unis,1,1220352,"5,3"
C8,DERNIER REMPART (LE),2018-01-18 00:00:00,2018,Etats-Unis,4,1220352,"5,4"
C8,"HUNGER GAMES : LA REVOLTE, PARTIE 2",2018-05-31 00:00:00,2018,Etats-Unis,1,1167280,"5,6"
C8,X-MEN : LE COMMENCEMENT,2018-03-01 00:00:00,2018,Etats-Unis,5,1162240,"5,5"
C8,BABY-SITTOR,2018-02-22 00:00:00,2018,Etats-Unis,9,1162240,"5,1"
C8,MARIAGE CHEZ LES BODIN'S,2018-11-20 00:00:00,2018,France,4,1108916,"5,1"
C8,SICARIO,2018-06-25 00:00:00,2018,Etats-Unis,1,1108916,"5,4"
C8,ARRETE-MOI SI TU PEUX,2018-03-05 00:00:00,2018,Etats-Unis,11,1104128,"5,8"
Chérie 25,"MILLENIUM, LE FILM",2018-05-24 00:00:00,2018,Europe,7,642004,"3,4"
Chérie 25,IVRESSE DU POUVOIR (L'),2018-10-29 00:00:00,2018,France,4,642004,"2,7"
Chérie 25,APPARITIONS,2018-02-08 00:00:00,2018,Etats-Unis,2,639232,"2,6"
Chérie 25,THE OTHER MAN,2018-11-01 00:00:00,2018,Europe,2,583640,"2,5"
Chérie 25,BRAVEHEART,2018-11-08 00:00:00,2018,Etats-Unis,9,583640,"3,1"
Chérie 25,COLLECTIONNEUR (LE),2018-05-17 00:00:00,2018,Etats-Unis,11,583640,"2,5"
Chérie 25,DOUBLE JEU,2018-03-01 00:00:00,2018,Etats-Unis,13,581120,"2,3"
Chérie 25,HAUTE VOLTIGE,2018-02-15 00:00:00,2018,Etats-Unis,9,581120,"2,6"
Chérie 25,PLUS JAMAIS,2018-03-15 00:00:00,2018,Etats-Unis,4,581120,"2,3"
Chérie 25,PLEINS POUVOIRS (LES),2018-04-05 00:00:00,2018,Etats-Unis,9,581120,"2,7"
CStar,IMMORTEL (L'),2018-11-29 00:00:00,2018,France,5,817096,"3,5"
CStar,IMOGENE MCCARTHERY,2018-05-03 00:00:00,2018,France,6,758732,3
CStar,HORS DE CONTROLE,2018-05-17 00:00:00,2018,Etats-Unis,7,758732,"3,4"
CStar,"JOHNNY ENGLISH, LE RETOUR",2018-10-22 00:00:00,2018,Europe,4,642004,"2,4"
CStar,TRACERS,2018-03-08 00:00:00,2018,Etats-Unis,1,639232,"2,6"
CStar,LARA CROFT : TOMB RAIDER,2018-09-27 00:00:00,2018,Etats-Unis,10,583640,"2,6"
CStar,FLIC DE SAN FRANCISCO (LE),2018-05-24 00:00:00,2018,Etats-Unis,15,583640,"2,7"
CStar,EN TERRITOIRE ENNEMI,2018-02-22 00:00:00,2018,Etats-Unis,6,581120,"2,4"
CStar,BABY-SITTOR,2018-11-22 00:00:00,2018,Etats-Unis,10,525276,"2,1"
CStar,STAR TREK,2018-11-01 00:00:00,2018,Etats-Unis,7,525276,"2,6"
Gulli,ALVIN ET LES CHIPMUNKS 3,2018-04-26 00:00:00,2018,Etats-Unis,3,813568,"3,3"
Gulli,MUNE,2018-04-30 00:00:00,2018,France,1,700368,"2,6"
Gulli,BEETHOVEN 2,2018-11-20 00:00:00,2018,Etats-Unis,13,642004,"2,6"
Gulli,PETER PAN,2018-12-11 00:00:00,2018,Etats-Unis,6,642004,"2,5"
Gulli,ALVIN ET LES CHIPMUNKS : A FOND LA CAISSE,2018-10-22 00:00:00,2018,Etats-Unis,1,583640,"2,3"
Gulli,DOCTEUR DOLITTLE 2,2018-12-04 00:00:00,2018,Etats-Unis,11,583640,"2,4"
Gulli,DOCTEUR DOLITTLE,2018-11-27 00:00:00,2018,Etats-Unis,12,525276,"2,1"
Gulli,ARTHUR ET LES MINIMOYS,2018-10-23 00:00:00,2018,France,9,525276,"2,2"
Gulli,GARFIELD 2,2018-02-22 00:00:00,2018,Etats-Unis,11,523008,"2,2"
Gulli,BELLE AU BOIS DORMANT ET LES 7 NAINS (LA),2018-03-01 00:00:00,2018,Europe,4,523008,2
NRJ12,KISS AND KILL,2018-06-12 00:00:00,2018,Etats-Unis,3,817096,"3,4"
NRJ12,PIC DE DANTE (LE),2018-11-06 00:00:00,2018,Etats-Unis,13,817096,"3,4"
NRJ12,SAHARA,2018-06-19 00:00:00,2018,Europe,15,758732,"3,5"
NRJ12,CODE A CHANGE (LE),2018-10-18 00:00:00,2018,France,11,758732,"3,3"
NRJ12,MISSION : IMPOSSIBLE,2018-06-26 00:00:00,2018,Etats-Unis,16,758732,"3,4"
NRJ12,BLITZ,2018-11-22 00:00:00,2018,Europe,5,758732,"3,2"
NRJ12,INCORRUPTIBLES (LES),2018-10-02 00:00:00,2018,Etats-Unis,17,758732,"3,3"
NRJ12,"MILLENIUM, LE FILM",2018-01-14 00:00:00,2018,Europe,6,755456,"3,6"
NRJ12,ATTAQUE DU METRO 123 (L'),2018-02-13 00:00:00,2018,Etats-Unis,9,755456,3
NRJ12,TROIS PROCHAINS JOURS (LES),2018-04-03 00:00:00,2018,Etats-Unis,4,755456,"3,2"
RMC Story,BANCS PUBLICS (VERSAILLES RIVE DROITE),2018-12-16 00:00:00,2018,France,4,525276,2
RMC Story,DETECTIVE DEE 2 : LA LEGENDE DU DRAGON DES MERS,2018-12-30 00:00:00,2018,autres,2,466912,"2,1"
RMC Story,DES HOMMES SANS LOI,2018-10-14 00:00:00,2018,Etats-Unis,1,466912,"1,9"
RMC Story,BLOOD DIAMOND,2018-11-18 00:00:00,2018,Etats-Unis,4,408548,"1,7"
RMC Story,BAISER MORTEL DU DRAGON (LE),2018-09-16 00:00:00,2018,France,14,408548,"1,8"
RMC Story,AIGLE DE LA NEUVIEME LEGION (L'),2018-09-30 00:00:00,2018,Europe,6,408548,"1,7"
RMC Story,MASTER AND COMMANDER : DE L'AUTRE COTE DU MONDE,2018-10-07 00:00:00,2018,Etats-Unis,6,350184,"1,4"
RMC Story,"LULU, FEMME NUE",2018-12-02 00:00:00,2018,France,3,350184,"1,4"
RMC Story,POSEIDON,2018-11-25 00:00:00,2018,Etats-Unis,6,350184,"1,3"
RMC Story,MR. HOLMES,2018-10-21 00:00:00,2018,Europe,1,291820,"1,2"
TF1 Séries Films,ARME FATALE 4 (L'),2018-04-05 00:00:00,2018,Etats-Unis,13,1220352,"5,4"
TF1 Séries Films,ARME FATALE 3 (L'),2018-03-29 00:00:00,2018,Etats-Unis,16,1220352,"5,3"
TF1 Séries Films,ARME FATALE 2 (L'),2018-03-22 00:00:00,2018,Etats-Unis,18,987904,"4,1"
TF1 Séries Films,ARME FATALE (L'),2018-03-15 00:00:00,2018,Etats-Unis,17,987904,4
TF1 Séries Films,FUGITIF (LE),2018-11-15 00:00:00,2018,Etats-Unis,15,933824,"4,4"
TF1 Séries Films,FURY,2018-01-29 00:00:00,2018,Etats-Unis,2,929792,"3,9"
TF1 Séries Films,VOYAGE AU CENTRE DE LA TERRE 2 : L'ILE MYSTERIEUSE,2018-02-22 00:00:00,2018,Etats-Unis,3,929792,"3,9"
TF1 Séries Films,CREANCE DE SANG,2018-02-05 00:00:00,2018,Etats-Unis,10,871680,"3,3"
TF1 Séries Films,EFFACEUR (L'),2018-03-25 00:00:00,2018,Etats-Unis,12,871680,"3,5"
TF1 Séries Films,ANGES ET DEMONS,2018-04-22 00:00:00,2018,Etats-Unis,6,871680,4
TFX,BIENVENUE A MARLY-GOMONT,2018-12-30 00:00:00,2018,France,2,1225644,"5,1"
TFX,FAST AND FURIOUS 7,2018-01-30 00:00:00,2018,Etats-Unis,2,987904,"4,4"
TFX,OBLIVION,2018-02-15 00:00:00,2018,Etats-Unis,4,987904,"4,5"
TFX,ROBIN DES BOIS,2018-11-25 00:00:00,2018,Europe,10,933824,4
TFX,PARI (LE),2018-10-21 00:00:00,2018,France,11,875460,"3,4"
TFX,PALAIS ROYAL !,2018-05-22 00:00:00,2018,France,11,875460,"3,5"
TFX,GLADIATOR,2018-05-13 00:00:00,2018,Etats-Unis,16,875460,"3,9"
TFX,JOKER,2018-10-07 00:00:00,2018,Etats-Unis,2,875460,"3,5"
TFX,FAST AND FURIOUS 5,2018-02-06 00:00:00,2018,Etats-Unis,7,871680,"3,7"
TFX,VOISINS DU TROISIEME TYPE,2018-11-08 00:00:00,2018,Etats-Unis,1,817096,"3,6"
TMC,JURASSIC WORLD,2018-11-26 00:00:00,2018,Etats-Unis,2,1809284,"7,8"
TMC,TRANSPORTEUR 2 (LE),2018-04-02 00:00:00,2018,France,7,1627136,"6,3"
TMC,JURASSIC PARK 3,2018-12-17 00:00:00,2018,Etats-Unis,14,1459100,6
TMC,SALT,2018-03-08 00:00:00,2018,Etats-Unis,4,1452800,"6,1"
TMC,HARRY POTTER ET LA COUPE DE FEU,2018-04-23 00:00:00,2018,Europe,5,1452800,"7,8"
TMC,HARRY POTTER ET LE PRISONNIER D'AZKABAN,2018-04-16 00:00:00,2018,Europe,5,1452800,"6,3"
TMC,MONDE PERDU (LE),2018-12-10 00:00:00,2018,Etats-Unis,16,1400736,"6,2"
TMC,AVENGERS : L'ERE D'ULTRON,2018-04-26 00:00:00,2018,Etats-Unis,2,1394688,7
TMC,EXPENDABLES 3,2018-10-08 00:00:00,2018,Etats-Unis,3,1342372,"6,6"
TMC,STAR WARS EPISODE 7 : LE REVEIL DE LA FORCE,2018-11-19 00:00:00,2018,Etats-Unis,2,1342372,"6,4"
W9,RED,2018-11-12 00:00:00,2018,Etats-Unis,4,2042740,"8,7"
W9,RED 2,2018-11-19 00:00:00,2018,Etats-Unis,3,1926012,"7,9"
W9,RASTA ROCKETT,2018-03-01 00:00:00,2018,Etats-Unis,14,1743360,"7,1"
W9,KINGSMAN : SERVICES SECRETS,2018-06-10 00:00:00,2018,Europe,2,1634192,"7,4"
W9,DIVERGENTE 3 : AU-DELA DU MUR,2018-10-29 00:00:00,2018,Etats-Unis,1,1575828,"6,6"
W9,CHUTE DE LA MAISON BLANCHE (LA),2018-01-29 00:00:00,2018,Etats-Unis,2,1510912,"6,1"
W9,IRON MAN 3,2018-12-03 00:00:00,2018,Etats-Unis,4,1459100,"6,1"
W9,PREMONITIONS,2018-03-26 00:00:00,2018,Etats-Unis,1,1452800,"5,5"
W9,DIVERGENTE 2 : L'INSURRECTION,2018-10-22 00:00:00,2018,Etats-Unis,1,1400736,"5,6"
W9,FLIC DE BEVERLY HILLS (LE),2018-01-02 00:00:00,2018,Etats-Unis,19,1394688,"5,4"
TF1,QU'EST-CE QU ON A FAIT AU BON DIEU,2018-12-09 00:00:00,2018,France,2,8637872,34
TF1,TUCHE (LES),2018-02-04 00:00:00,2018,France,3,7670784,"28,8"
TF1,RIEN A DECLARER,2018-03-11 00:00:00,2018,France,3,7147776,"28,8"
TF1,RETOUR CHEZ MA MERE,2018-10-07 00:00:00,2018,France,1,6828588,"27,3"
TF1,NOUVEAU STAGIAIRE (LE),2018-03-25 00:00:00,2018,Etats-Unis,1,6508544,27
TF1,LABYRINTHE (LE),2018-02-11 00:00:00,2018,Etats-Unis,1,6217984,"24,7"
TF1,EYJAFJALLAJOKULL,2018-05-13 00:00:00,2018,France,2,6186584,"25,1"
TF1,LABYRINTHE : LA TERRE BRULEE (LE),2018-02-18 00:00:00,2018,Etats-Unis,1,6101760,"25,8"
TF1,TUCHE 2 (LES),2018-11-25 00:00:00,2018,France,1,6011492,"24,2"
