chaine,nom film,date de diffusion,2023,nationalité2,rang de diffusion,téléspectateurs (millions),part d'audience (%)
W9,SISTER ACT,2022-01-13 00:00:00,2022,Etats-Unis,20,1246000,"5,4"
W9,DIE HARD BELLE JOURNEE POUR MOURIR,2022-12-12 00:00:00,2022,Etats-Unis,7,1211000,"5,4"
6ter,ZOOTOPIE,2022-12-28 00:00:00,2022,Etats-Unis,3,1140000,"5,5"
6ter,CROCODILE DUNDEE II,2022-03-09 00:00:00,2022,Autres,20,1071000,"4,8"
6ter,LE LIVRE DE LA JUNGLE ,2022-04-27 00:00:00,2022,Etats-Unis,2,1027000,"4,6"
6ter,CROCODILE DUNDEE,2022-03-02 00:00:00,2022,Autres,21,862000,"3,8"
6ter,LA BELLE ET LA BETE,2022-05-04 00:00:00,2022,Etats-Unis,2,840000,"3,9"
6ter,VAIANA LA LEGENDE DU BOUT DU MONDE,2022-02-13 00:00:00,2022,Etats-Unis,2,787000,"3,5"
6ter,LE FLIC DE BEVERLY HILLS,2022-09-28 00:00:00,2022,Etats-Unis,24,773000,"3,8"
6ter,LE GENDARME A NEW YORK,2022-08-16 00:00:00,2022,France,24,739000,"4,1"
6ter,OSS 117 RIO NE REPOND PLUS,2022-04-06 00:00:00,2022,France,13,738000,"3,2"
6ter,IRON MAN,2022-05-22 00:00:00,2022,Etats-Unis,17,698000,"3,7"
Gulli,JUMANJI,2022-02-11 00:00:00,2022,Etats-Unis,21,774000,"3,7"
Gulli,LE GRINCH,2022-12-20 00:00:00,2022,Etats-Unis,8,708000,"3,2"
Gulli,ASTERIX ET LES VIKINGS,2022-11-18 00:00:00,2022,France,22,706000,"3,2"
Gulli,WILLOW,2022-11-29 00:00:00,2022,Etats-Unis,15,638000,"3,1"
Gulli,ASTERIX ET LA SURPRISE DE CESAR,2022-11-11 00:00:00,2022,France,30,612000,"2,9"
Gulli,ASTERIX ET LE COUP DU MENHIR,2022-11-04 00:00:00,2022,France,28,590000,"2,8"
Gulli,SHREK,2022-06-10 00:00:00,2022,Etats-Unis,14,576000,"2,8"
Gulli,LES SCHTROUMPFS ET LE VILLAGE PERDU,2022-04-26 00:00:00,2022,Etats-Unis,3,574000,"2,4"
Gulli,CHICKEN RUN,2022-10-29 00:00:00,2022,Europe,14,565000,"2,7"
Gulli,HOTEL TRANSYLVANIE,2022-10-25 00:00:00,2022,Etats-Unis,9,519000,"2,2"
Canal+,TOP GUN MAVERICK,2022-12-22 00:00:00,2022,Autres,1,1352000,"6,3"
Canal+,LE SECRET DE LA CITE PERDUE,2022-11-04 00:00:00,2022,Autres,1,1167000,"5,2"
Canal+,IRREDUCTIBLE,2022-12-30 00:00:00,2022,Autres,1,1100000,"4,9"
Canal+,MOURIR PEUT ATTENDRE,2022-04-16 00:00:00,2022,Europe,1,993000,5
Canal+,ENCANTO LA FANTASTIQUE FAMILLE MADRIGAL,2022-08-12 00:00:00,2022,Etats-Unis,1,982000,6
Canal+,OSS 117 ALERTE ROUGE EN AFRIQUE NOIRE,2022-04-01 00:00:00,2022,France,1,959000,"4,2"
Canal+,JUNGLE CRUISE,2022-05-13 00:00:00,2022,Etats-Unis,1,917000,"4,7"
Canal+,UNCHARTED,2022-10-07 00:00:00,2022,Autres,1,764000,"3,7"
Canal+,SONIC 2 LE FILM,2022-10-28 00:00:00,2022,Etats-Unis,1,763000,"3,6"
Canal+,BAC NORD,2022-02-18 00:00:00,2022,France,1,763000,"3,5"
C8,SANS MOBILE APPARENT,2022-06-19 00:00:00,2022,France,17,1084000,"5,6"
C8,LES ENFANTS DU MARAIS,2022-01-23 00:00:00,2022,France,11,1022000,5
C8,MAIGRET VOIT ROUGE,2022-06-12 00:00:00,2022,France,12,1007000,5
C8,JASON BOURNE,2022-09-05 00:00:00,2022,Etats-Unis,5,911000,"4,8"
C8,AMELIE AU PAYS DES BODIN S,2022-04-11 00:00:00,2022,France,9,899000,"4,3"
C8,LA BATAILLE DE MIDWAY,2022-05-03 00:00:00,2022,Etats-Unis,7,870000,"4,7"
C8,LES MUNICIPAUX CES HEROS,2022-01-10 00:00:00,2022,France,2,869000,"3,9"
C8,MORT OU VIF,2022-11-29 00:00:00,2022,Etats-Unis,12,869000,"4,2"
C8,MARY,2022-11-21 00:00:00,2022,Etats-Unis,4,847000,"4,3"
C8,SERAPHIM FALLS,2022-12-06 00:00:00,2022,Etats-Unis,5,847000,"4,1"
CStar,RAMBO II,2022-03-30 00:00:00,2022,Etats-Unis,19,781000,"3,4"
CStar,RAMBO,2022-03-23 00:00:00,2022,Etats-Unis,22,731000,"3,2"
CStar,TERMINATOR 2,2022-05-11 00:00:00,2022,Etats-Unis,16,725000,"3,7"
CStar,RAMBO III,2022-04-06 00:00:00,2022,Etats-Unis,18,689000,"2,9"
CStar,G.I. JOE CONSPIRATION,2022-03-02 00:00:00,2022,Etats-Unis,8,616000,"2,7"
CStar,TERMINATOR 2,2022-10-12 00:00:00,2022,Etats-Unis,18,612000,"3,3"
CStar,LA DERNIERE LEGION,2022-03-16 00:00:00,2022,France,13,601000,"2,7"
CStar,LES RIVIERES POURPRES 2 LES ANGES DE L'APOCALYPSE ,2022-02-02 00:00:00,2022,France,11,559000,"2,6"
CStar,STAR TREK SANS LIMITES,2022-11-09 00:00:00,2022,Etats-Unis,5,541000,"2,6"
CStar,TRANSFORMERS L AGE DE L EXTINCTION,2022-10-26 00:00:00,2022,Etats-Unis,10,514000,"2,8"
NRJ12,OTAGE,2022-01-26 00:00:00,2022,Etats-Unis,5,1210000,"5,8"
NRJ12,SALT,2022-10-11 00:00:00,2022,Etats-Unis,9,842000,"3,8"
NRJ12,ENTRE AMIS,2022-07-05 00:00:00,2022,France,4,828000,"4,4"
NRJ12,LE CONTRAT,2022-10-04 00:00:00,2022,Etats-Unis,9,812000,"3,8"
NRJ12,THE WAVE,2022-01-25 00:00:00,2022,Europe,2,754000,"3,3"
NRJ12,DEUX HEURES MOINS LE QUART AVANT J.C.,2022-08-02 00:00:00,2022,France,38,746000,"4,6"
NRJ12,LA PROPHETIE DE L HORLOGE,2022-11-01 00:00:00,2022,Autres,1,716000,"3,2"
NRJ12,HORSE SOLDIERS,2022-05-17 00:00:00,2022,Etats-Unis,1,705000,"3,5"
NRJ12,KINGDOM OF HEAVEN,2022-06-29 00:00:00,2022,Europe,13,702000,"3,9"
NRJ12,LE PRIX A PAYER,2022-07-19 00:00:00,2022,France,12,636000,"3,4"
Chérie 25,LES PLEINS POUVOIRS,2022-04-07 00:00:00,2022,Etats-Unis,10,1065000,"4,9"
Chérie 25,CREANCE DE SANG,2022-04-21 00:00:00,2022,Etats-Unis,11,923000,"4,3"
Chérie 25,JUGE COUPABLE,2022-04-14 00:00:00,2022,Etats-Unis,8,902000,"4,4"
Chérie 25,ARBITRAGE,2022-10-13 00:00:00,2022,Etats-Unis,1,870000,"4,5"
Chérie 25,LE PIC DE DANTE,2022-11-03 00:00:00,2022,Etats-Unis,17,863000,"4,3"
Chérie 25,AU NOM DE MA FILLE,2022-11-17 00:00:00,2022,France,4,827000,4
Chérie 25,ROBIN DES BOIS PRINCE DES VOLEURS,2022-09-29 00:00:00,2022,Europe,22,764000,"4,3"
Chérie 25,LE MAJORDOME,2022-02-17 00:00:00,2022,Etats-Unis,5,667000,"3,2"
Chérie 25,EFFETS SECONDAIRES,2022-12-15 00:00:00,2022,Etats-Unis,6,609000,"3,1"
Chérie 25,BONE COLLECTOR,2022-10-06 00:00:00,2022,Etats-Unis,15,581000,3
Arte,SIERRA TORRIDE,2022-11-20 00:00:00,2022,Etats-Unis,9,1894000,"8,6"
Arte,L EPREUVE DE FORCE,2022-02-13 00:00:00,2022,Etats-Unis,12,1680000,"7,5"
Arte,ALICE ET LE MAIRE,2022-04-27 00:00:00,2022,France,1,1614000,7
Arte,LE MYSTERE DE LA CHAMBRE JAUNE,2022-01-19 00:00:00,2022,France,10,1612000,"7,5"
Arte,ROUBAIX UNE LUMIERE,2022-10-17 00:00:00,2022,France,1,1608000,"6,7"
Arte,LES 3 JOURS DU CONDOR,2022-12-04 00:00:00,2022,Etats-Unis,13,1599000,"7,1"
Arte,LE BOSSU,2022-12-28 00:00:00,2022,France,20,1509000,"7,4"
Arte,LA FILLE COUPEE EN DEUX,2022-02-02 00:00:00,2022,France,2,1505000,"6,8"
Arte,POUR UNE FEMME,2022-11-30 00:00:00,2022,France,4,1490000,"6,6"
Arte,L HOMME DES HAUTES PLAINES,2022-08-28 00:00:00,2022,Etats-Unis,15,1480000,"7,5"
France 2,IBIZA,2021-07-04 00:00:00,2021,France,1,5127646,"23,7"
France 2,GREEN BOOK : SUR LES ROUTES DU SUD,2021-02-07 00:00:00,2021,Etats-Unis,1,4669002,"19,5"
France 2,VOYEZ COMME ON DANSE,2021-04-11 00:00:00,2021,France,1,4496076,"17,6"
France 2,GOUT DES AUTRES (LE),2021-01-20 00:00:00,2021,France,10,4438434,"17,8"
France 2,3 BILLBOARDS : LES PANNEAUX DE LA VENGEANCE,2021-01-10 00:00:00,2021,Europe,1,4380792,18
France 2,PROFESSIONNEL (LE),2021-09-07 00:00:00,2021,France,15,4263436,"18,8"
France 2,UN HOMME PRESSE,2021-03-14 00:00:00,2021,France,1,4150224,16
France 2,DOCTEUR ?,2021-12-12 00:00:00,2021,France,1,3975366,"17,5"
France 2,EMPEREUR DE PARIS (L'),2021-01-17 00:00:00,2021,France,1,3746730,16
France 2,CHATOUILLES (LES),2021-03-17 00:00:00,2021,France,1,3746730,"15,1"
France 3,VIEUX FOURNEAUX (LES),2021-12-16 00:00:00,2021,France,1,3226384,"14,2"
France 3,SANG FROID,2021-12-02 00:00:00,2021,Europe,1,2765472,"12,9"
France 3,PAULINE DETECTIVE,2021-08-16 00:00:00,2021,France,6,2650244,"12,5"
France 3,JACK REACHER,2021-02-04 00:00:00,2021,Etats-Unis,4,2593890,"11,2"
France 3,FAILLE (LA),2021-02-15 00:00:00,2021,Etats-Unis,7,2536248,"10,5"
France 3,APPALOOSA,2021-01-28 00:00:00,2021,Etats-Unis,5,2478606,"10,7"
France 3,INCROYABLE HISTOIRE DU FACTEUR CHEVAL (L'),2021-04-05 00:00:00,2021,France,1,2478606,"9,3"
France 3,UN CRIME AU PARADIS,2021-08-02 00:00:00,2021,France,9,2477402,12
France 3,HERMINE (L'),2021-11-18 00:00:00,2021,France,2,2477402,"11,5"
France 3,AURORE,2021-02-25 00:00:00,2021,France,1,2420964,"10,4"
France 4,ASCENSION (L'),2021-01-08 00:00:00,2021,France,2,749346,"3,1"
France 4,MARIAGE DE MON MEILLEUR AMI (LE),2021-02-26 00:00:00,2021,Etats-Unis,15,518778,"2,3"
France 4,"TERRA WILLY, PLANETE INCONNUE",2021-04-23 00:00:00,2021,France,1,461136,"1,7"
France 4,HAPPY FEET 2,2021-02-19 00:00:00,2021,autres nationalités,7,403494,"1,7"
France 4,HAPPY FEET,2021-02-12 00:00:00,2021,Etats-Unis,8,403494,"1,6"
France 4,TERRE DES OURS,2021-03-12 00:00:00,2021,France,1,403494,"1,5"
France 4,ETRE ET AVOIR,2021-03-05 00:00:00,2021,France,6,345852,"1,4"
France 4,SECRET DE L'ETOILE DU NORD (LE),2021-02-05 00:00:00,2021,Europe,1,345852,"1,4"
France 4,CROC-BLANC,2021-04-16 00:00:00,2021,France,2,345852,"1,3"
France 4,CIGOGNES ET COMPAGNIE,2021-03-19 00:00:00,2021,Etats-Unis,2,288210,"1,2"
France 5,COUP DE TORCHON,2021-03-29 00:00:00,2021,France,18,1498692,"5,9"
France 5,BLOW OUT,2021-02-01 00:00:00,2021,Etats-Unis,9,1383408,"5,5"
France 5,PERIL EN LA DEMEURE,2021-06-07 00:00:00,2021,France,8,1267508,"5,4"
France 5,CHEVAL DE GUERRE,2021-05-03 00:00:00,2021,Europe,5,1152280,"4,7"
France 5,CHARIOTS DE FEU (LES),2021-04-26 00:00:00,2021,Europe,8,1095198,"4,3"
France 5,ET AU MILIEU COULE UNE RIVIERE,2021-01-11 00:00:00,2021,Etats-Unis,16,1037556,"4,1"
France 5,37°2 LE MATIN,2021-01-04 00:00:00,2021,France,7,979914,"3,9"
France 5,MILOU EN MAI,2021-02-15 00:00:00,2021,France,9,979914,"3,9"
France 5,NERFS A VIF (LES),2021-05-10 00:00:00,2021,Etats-Unis,10,979438,4
France 5,MOURIR D'AIMER,2021-03-01 00:00:00,2021,France,6,922272,"3,9"
TF1,SENS DE LA FETE (LE),2021-01-24 00:00:00,2021,France,1,7493460,"31,2"
TF1,JUMANJI : BIENVENUE DANS LA JUNGLE,2021-04-04 00:00:00,2021,Etats-Unis,1,6340620,"25,1"
TF1,RETOUR CHEZ MA MERE,2021-05-30 00:00:00,2021,France,3,6337540,"28,2"
TF1,BIENVENUE CHEZ LES CH'TIS,2021-10-03 00:00:00,2021,France,5,6279926,"29,4"
TF1,TUCHE 3 (LES),2021-06-06 00:00:00,2021,France,1,5934242,"26,7"
TF1,FLIC DE BELLEVILLE (LE),2021-03-28 00:00:00,2021,France,1,5879484,"24,5"
TF1,ANT-MAN ET LA GUEPE,2021-04-18 00:00:00,2021,Etats-Unis,1,5879484,"23,3"
TF1,QU'EST-CE QU ON A FAIT AU BON DIEU ?,2021-11-14 00:00:00,2021,France,4,5819014,"25,1"
TF1,MARIE-FRANCINE,2021-07-25 00:00:00,2021,France,1,5761400,"28,3"
TF1,A STAR IS BORN,2021-11-21 00:00:00,2021,Etats-Unis,1,5761400,"28,2"
TMC,BLACK PANTHER,2021-04-22 00:00:00,2021,Etats-Unis,2,1786902,"8,4"
TMC,TAXI 2,2021-05-12 00:00:00,2021,France,15,1613192,"6,7"
TMC,ROBIN DES BOIS,2021-12-27 00:00:00,2021,Europe,13,1555578,"7,7"
TMC,LUCY,2021-11-29 00:00:00,2021,France,4,1497964,"6,4"
TMC,ROGUE ONE : A STAR WARS STORY,2021-04-05 00:00:00,2021,Etats-Unis,2,1441050,"6,1"
TMC,STAR WARS EPISODE 7 : LE REVEIL DE LA FORCE,2021-08-30 00:00:00,2021,Etats-Unis,4,1440350,"7,3"
TMC,HARRY POTTER ET LA COUPE DE FEU,2021-12-20 00:00:00,2021,Europe,8,1440350,"7,1"
TMC,TUCHE 3 (LES),2021-10-27 00:00:00,2021,France,2,1440350,"6,3"
TMC,MECHANIC : RESURRECTION,2021-01-04 00:00:00,2021,Etats-Unis,4,1383408,"5,6"
TMC,VISITEURS (LES),2021-06-03 00:00:00,2021,France,14,1382736,"6,7"
TFX,"MAMAN, J'AI RATE L'AVION",2021-04-14 00:00:00,2021,Etats-Unis,18,1325766,"5,2"
TFX,HITMAN AND BODYGUARD,2021-06-30 00:00:00,2021,Europe,3,1325122,"6,6"
TFX,"MAMAN, J'AI ENCORE RATE L'AVION",2021-04-21 00:00:00,2021,Etats-Unis,17,1095198,"4,4"
TFX,STRATEGIE ENDER (LA),2021-05-05 00:00:00,2021,Etats-Unis,1,1094666,"4,3"
TFX,MAN OF STEEL,2021-01-12 00:00:00,2021,autres nationalités,5,979914,"4,5"
TFX,TRUE LIES,2021-04-07 00:00:00,2021,Etats-Unis,18,979914,"4,1"
TFX,GRAND RESTAURANT (LE),2021-05-16 00:00:00,2021,France,33,979438,"4,2"
TFX,5EME VAGUE (LA),2021-03-28 00:00:00,2021,Etats-Unis,4,922272,"3,9"
TFX,BATTLESHIP,2021-11-16 00:00:00,2021,Etats-Unis,10,921824,"4,5"
TFX,"MAMAN, J'AI RATE L'AVION",2021-12-07 00:00:00,2021,Etats-Unis,19,921824,"3,9"
TF1 Séries Films,JOUR DE GLOIRE (LE),2021-05-07 00:00:00,2021,France,25,1037052,"3,9"
TF1 Séries Films,ARME FATALE (L'),2021-03-25 00:00:00,2021,Etats-Unis,20,864630,"3,8"
TF1 Séries Films,SISSI,2021-12-26 00:00:00,2021,Europe,26,864210,"4,3"
TF1 Séries Films,ELYSIUM,2021-03-18 00:00:00,2021,Etats-Unis,4,806988,"3,3"
TF1 Séries Films,MAD MAX : FURY ROAD,2021-11-21 00:00:00,2021,autres nationalités,4,806596,"3,8"
TF1 Séries Films,PLACARD (LE),2021-10-14 00:00:00,2021,France,18,806596,"3,7"
TF1 Séries Films,JUPITER : LE DESTIN DE L'UNIVERS,2021-04-15 00:00:00,2021,Europe,7,749346,"3,1"
TF1 Séries Films,INTERSTELLAR,2021-10-21 00:00:00,2021,Etats-Unis,4,748982,"4,1"
TF1 Séries Films,EVADES (LES),2021-09-16 00:00:00,2021,Etats-Unis,20,748982,"3,7"
TF1 Séries Films,DANS LA LIGNE DE MIRE,2021-11-11 00:00:00,2021,Etats-Unis,21,748982,"3,6"
M6,REINE DES NEIGES 2 (LA),2021-12-20 00:00:00,2021,Etats-Unis,1,4321050,"17,9"
M6,BOHEMIAN RHAPSODY,2021-12-01 00:00:00,2021,Europe,1,4205822,"20,1"
M6,"VAIANA, LA LEGENDE DU BOUT DU MONDE",2021-04-04 00:00:00,2021,Etats-Unis,1,4034940,"15,5"
M6,CHANT DU LOUP (LE),2021-04-15 00:00:00,2021,France,1,3977298,"17,3"
M6,BELLE ET LA BETE (LA),2021-12-17 00:00:00,2021,Etats-Unis,1,3572068,"18,1"
M6,INSAISISSABLES,2021-02-11 00:00:00,2021,Etats-Unis,3,3170310,"14,2"
M6,INSAISISSABLES 2,2021-02-18 00:00:00,2021,Etats-Unis,2,3112668,14
M6,SEVEN SISTERS,2021-04-08 00:00:00,2021,Europe,1,2997384,"13,4"
M6,"OSS 117 : LE CAIRE, NID D'ESPIONS",2021-08-02 00:00:00,2021,France,15,2823086,"14,1"
M6,OSS 117 : RIO NE REPOND PLUS,2021-08-09 00:00:00,2021,France,12,2707858,"13,8"
W9,CHUTE DE LONDRES (LA),2021-01-18 00:00:00,2021,Etats-Unis,3,2017470,"8,1"
W9,INDIANA JONES ET LE TEMPLE MAUDIT,2021-03-01 00:00:00,2021,Etats-Unis,17,1786902,"7,9"
W9,AVENTURIERS DE L'ARCHE PERDUE (LES),2021-02-22 00:00:00,2021,Etats-Unis,18,1729260,"7,8"
W9,RED,2021-05-03 00:00:00,2021,Etats-Unis,6,1728420,7
W9,RED 2,2021-05-10 00:00:00,2021,Etats-Unis,5,1670806,"6,9"
W9,INDIANA JONES ET LA DERNIERE CROISADE,2021-03-08 00:00:00,2021,Etats-Unis,14,1556334,"6,4"
W9,RATATOUILLE,2021-06-29 00:00:00,2021,Etats-Unis,7,1555578,"7,4"
W9,AVENGERS,2021-04-26 00:00:00,2021,Etats-Unis,6,1498692,"6,3"
W9,DIE HARD 4 : RETOUR EN ENFER,2021-09-27 00:00:00,2021,Etats-Unis,11,1497964,"6,9"
W9,DEADPOOL,2021-01-11 00:00:00,2021,Etats-Unis,2,1441050,6
6ter,BENJAMIN GATES ET LE LIVRE DES SECRETS,2021-02-10 00:00:00,2021,Etats-Unis,10,979914,"4,1"
6ter,"MISSION : IMPOSSIBLE, PROTOCOLE FANTOME",2021-01-27 00:00:00,2021,Etats-Unis,7,864630,"3,8"
6ter,BENJAMIN GATES ET LE TRESOR DES TEMPLIERS,2021-02-03 00:00:00,2021,Etats-Unis,11,806988,"3,3"
6ter,AGE DE GLACE 3 (L'),2021-04-21 00:00:00,2021,Etats-Unis,7,806988,"3,1"
6ter,AGE DE GLACE 2 (L'),2021-04-14 00:00:00,2021,Etats-Unis,11,806988,3
6ter,CENDRILLON,2021-12-26 00:00:00,2021,Europe,4,806596,"3,9"
6ter,PIRATES DES CARAIBES : JUSQU'AU BOUT DU MONDE,2021-02-24 00:00:00,2021,Etats-Unis,11,749346,"3,6"
6ter,MISSION : IMPOSSIBLE 3,2021-01-20 00:00:00,2021,Etats-Unis,10,749346,"3,1"
6ter,MATILDA,2021-12-19 00:00:00,2021,Etats-Unis,5,748982,"3,2"
6ter,TOTALE (LA),2021-06-27 00:00:00,2021,France,19,748982,"3,2"
Gulli,SHREK LE TROISIEME,2021-04-06 00:00:00,2021,Etats-Unis,9,634062,"2,3"
Gulli,"SHREK 4, IL ETAIT UNE FIN",2021-04-13 00:00:00,2021,Etats-Unis,6,634062,"2,2"
Gulli,PETER ET ELLIOTT LE DRAGON,2021-12-22 00:00:00,2021,Etats-Unis,3,576140,"2,5"
Gulli,PARC DES MERVEILLES (LE),2021-11-01 00:00:00,2021,Etats-Unis,1,576140,"2,4"
Gulli,UN FLIC A LA MATERNELLE,2021-09-01 00:00:00,2021,Etats-Unis,18,576140,"2,4"
Gulli,PINGOUINS DE MADAGASCAR (LES),2021-04-20 00:00:00,2021,Etats-Unis,4,518778,2
Gulli,GLOIRE DE MON PERE (LA),2021-10-13 00:00:00,2021,France,25,518526,"2,5"
Gulli,SHREK,2021-10-28 00:00:00,2021,Etats-Unis,13,518526,"2,4"
Gulli,MINUSCULE : LA VALLEE DES FOURMIS PERDUES,2021-06-22 00:00:00,2021,France,6,518526,"2,3"
Gulli,MADAGASCAR 2,2021-03-16 00:00:00,2021,Etats-Unis,8,461136,"1,8"
Canal+,CANICULE,2021-10-13 00:00:00,2021,autres nationalités,1,748982,"3,8"
Canal+,ADIEU LES CONS,2021-10-15 00:00:00,2021,France,1,748982,"3,7"
Canal+,"GREENLAND, LE DERNIER REFUGE",2021-09-24 00:00:00,2021,Etats-Unis,1,748982,"3,6"
Canal+,BRAQUAGE EN OR,2021-12-29 00:00:00,2021,Etats-Unis,1,748982,"3,3"
Canal+,ANTOINETTE DANS LES CEVENNES,2021-06-01 00:00:00,2021,France,1,748982,"3,1"
Canal+,BELLE EPOQUE (LA),2021-01-01 00:00:00,2021,France,1,691704,"2,9"
Canal+,UNE AFFAIRE DE DETAILS,2021-11-12 00:00:00,2021,Etats-Unis,1,691368,"3,4"
Canal+,1917,2021-12-18 00:00:00,2021,Etats-Unis,1,633754,3
Canal+,CEUX QUI VEULENT MA MORT,2021-12-03 00:00:00,2021,Etats-Unis,1,633754,"2,9"
Canal+,SEULES LES BETES,2021-01-26 00:00:00,2021,France,1,576420,"2,4"
C8,UN AIR DE FAMILLE,2021-01-19 00:00:00,2021,France,14,1383408,"6,4"
C8,DERNIER DOMICILE CONNU,2021-07-04 00:00:00,2021,France,19,1325122,"6,4"
C8,HERITIER (L'),2021-02-14 00:00:00,2021,France,21,1268124,"5,6"
C8,MARY,2021-07-26 00:00:00,2021,Etats-Unis,2,1267508,"6,1"
C8,PENDEZ-LES HAUT ET COURT,2021-10-12 00:00:00,2021,Etats-Unis,14,1209894,6
C8,VACHE ET LE PRISONNIER (LA),2021-04-18 00:00:00,2021,France,23,1152840,"4,6"
C8,GEANTS DE L'OUEST (LES),2021-11-02 00:00:00,2021,Etats-Unis,6,1094666,"5,5"
C8,WORLD WAR Z,2021-02-01 00:00:00,2021,Etats-Unis,5,1037556,"4,7"
C8,TATOUE (LE),2021-04-25 00:00:00,2021,France,19,1037556,4
C8,SOLEIL DES VOYOUS (LE),2021-05-30 00:00:00,2021,France,11,1037052,"4,8"
CStar,MARY,2021-03-08 00:00:00,2021,Etats-Unis,1,864630,"3,3"
CStar,WORLD WAR Z,2021-05-26 00:00:00,2021,Etats-Unis,6,691368,3
CStar,FORCES SPECIALES,2021-01-06 00:00:00,2021,France,9,634062,"2,6"
CStar,THE RYAN INITIATIVE,2021-03-10 00:00:00,2021,Etats-Unis,4,634062,"2,6"
CStar,GREEN ZONE,2021-11-17 00:00:00,2021,Europe,7,633754,"2,8"
CStar,UNSTOPPABLE,2021-05-19 00:00:00,2021,Etats-Unis,8,633754,"2,5"
CStar,PROBLEMOS,2021-11-02 00:00:00,2021,France,2,576140,"2,5"
CStar,BASIC INSTINCT,2021-03-17 00:00:00,2021,Etats-Unis,13,518778,"2,4"
CStar,ALIEN : COVENANT,2021-04-07 00:00:00,2021,Etats-Unis,2,518778,"2,2"
CStar,MES MEILLEURS COPAINS,2021-12-15 00:00:00,2021,France,15,518526,"2,4"
NRJ12,WIND RIVER,2021-09-19 00:00:00,2021,Etats-Unis,1,1037052,5
NRJ12,ENNEMI D'ETAT,2021-04-13 00:00:00,2021,Etats-Unis,13,922272,"3,8"
NRJ12,JASON BOURNE : L'HERITAGE,2021-11-30 00:00:00,2021,Etats-Unis,9,921824,"4,4"
NRJ12,THE NOVEMBER MAN,2021-07-01 00:00:00,2021,Etats-Unis,3,921824,"4,4"
NRJ12,NOUVEAU PROTOCOLE (LE),2021-07-08 00:00:00,2021,France,9,864210,4
NRJ12,CODE MERCURY,2021-09-14 00:00:00,2021,Etats-Unis,20,864210,"3,6"
NRJ12,U.S. MARSHALS,2021-02-09 00:00:00,2021,Etats-Unis,15,749346,"3,5"
NRJ12,OEIL DU MAL (L'),2021-11-02 00:00:00,2021,Etats-Unis,5,748982,"3,5"
NRJ12,OBLIVION,2021-11-23 00:00:00,2021,Etats-Unis,10,748982,"3,4"
NRJ12,INCASSABLE,2021-05-18 00:00:00,2021,Etats-Unis,17,748982,"3,2"
Chérie 25,APPARENCES,2021-06-03 00:00:00,2021,Etats-Unis,6,864210,4
Chérie 25,AFFAIRE SK1 (L'),2021-10-14 00:00:00,2021,France,3,806596,"4,1"
Chérie 25,BOOMERANG,2021-11-19 00:00:00,2021,France,3,806596,"3,8"
Chérie 25,A ARMES EGALES,2021-03-04 00:00:00,2021,Etats-Unis,13,749346,"3,6"
Chérie 25,GRAND ALIBI (LE),2021-02-19 00:00:00,2021,France,7,749346,"3,1"
Chérie 25,A BOUT PORTANT,2021-10-07 00:00:00,2021,France,8,748982,"3,4"
Chérie 25,JEUX DE POUVOIR,2021-04-08 00:00:00,2021,Etats-Unis,4,691704,"3,1"
Chérie 25,DOUBLE JEU,2021-04-15 00:00:00,2021,Etats-Unis,16,691704,"2,9"
Chérie 25,"SIX JOURS, SEPT NUITS",2021-06-10 00:00:00,2021,Etats-Unis,16,691368,"3,3"
Chérie 25,BONHOMME DE NEIGE (LE),2021-03-18 00:00:00,2021,Europe,1,634062,"2,7"
Arte,TENDRE POULET,2021-01-04 00:00:00,2021,France,11,2075112,"7,8"
Arte,AMANDA,2021-04-14 00:00:00,2021,France,1,2017470,"7,6"
Arte,UNE FEMME DE MENAGE,2021-01-22 00:00:00,2021,France,7,1844544,"7,3"
Arte,WILL HUNTING,2021-04-26 00:00:00,2021,Etats-Unis,16,1844544,"7,1"
Arte,LA BAULE-LES PINS,2021-01-18 00:00:00,2021,France,15,1786902,"6,9"
Arte,HORSE (LA),2021-04-28 00:00:00,2021,France,15,1786902,"6,4"
Arte,ESPION(S),2021-11-24 00:00:00,2021,France,4,1728420,7
Arte,THE LOST CITY OF Z,2021-01-31 00:00:00,2021,Etats-Unis,1,1671618,"7,2"
Arte,POULET AU VINAIGRE,2021-04-19 00:00:00,2021,France,17,1671618,"6,4"
Arte,TRAIN (LE),2021-03-28 00:00:00,2021,France,11,1613976,"6,8"
France 2,CHORISTES (LES),2020-03-22 00:00:00,2020,France,8,5396790,"19,3"
France 2,FOLIE DES GRANDEURS (LA),2020-04-12 00:00:00,2020,France,19,5396790,"18,6"
France 2,TONTONS FLINGUEURS (LES),2020-01-05 00:00:00,2020,France,20,5106640,"21,9"
France 2,SKYFALL,2020-11-29 00:00:00,2020,Europe,3,5014854,"21,2"
France 2,007 SPECTRE,2020-12-06 00:00:00,2020,Europe,2,4899570,"21,1"
France 2,JAMES BOND 007 CONTRE DOCTEUR NO,2020-11-01 00:00:00,2020,Europe,21,4553718,"18,3"
France 2,BRIO (LE),2020-05-24 00:00:00,2020,France,1,4553718,"17,4"
France 2,"MISSION : IMPOSSIBLE, PROTOCOLE FANTOME",2020-05-10 00:00:00,2020,Etats-Unis,5,4323150,"17,2"
France 2,ECOLE BUISSONNIERE (L'),2020-02-23 00:00:00,2020,France,1,4294220,"18,2"
